Data Usage,Accuracy Distribution,Composite Score,Accuracy Score,Data Score
2400,"[0.8750594056425522, 0.7800654681936554, 0.756710178814036, 0.8572513061797653, 0.7457277349116713, 0.7869074320211462, 0.8032362227730645, 0.7348419092671856, 0.8230308972717175, 0.6877499690115103, 0.7634632318348707, 0.8360915367612988, 0.8500837322867697, 0.657388210536834, 0.7751562975907861, 0.7690272686770101, 0.7909229845283632, 0.8293803243528295, 0.8603476938071299, 0.7708539571567659, 0.8454732204862394, 0.7888641516001108, 0.8394962137164645, 0.8150498619496327, 0.8298973970273797, 0.7563210438739647, 0.48806828827085497, 0.7445055401292164, 0.7929160510496298, 0.738075569664912, 0.6769399023862597, 0.810497394067188, 0.7713212834292802, 0.8209319725837352, 0.7620563753365566, 0.7424724896864051, 0.8122090524958772, 0.7080969219231084, 0.7667594574415171, 0.5807990415380797]",1.6315524529864671,1.2192540883107783,0.4444444444444444
